id,character,about,voice_line
265,Gorou,Yae Miko,"Oh, her... I'd prefer not to talk about her. Can we change the topic? Or, if there are any tasks I can take off your hand, I'll gladly oblige! Anything at all? ...Ahem, let's just say it'd be best for my general well-being if we can we avoid talking about her..."
266,Hu Tao,Baizhu,"Baizhu? Ugh, that guy..."
267,Hu Tao,Beidou,"Beidou is well-known in Liyue. She doesn't know me, but that's cool, me just knowing about her is enough. Aw man... I really do wanna make friends with her."
268,Hu Tao,Chongyun,All yang and no yin? Who knew such people existed in this world.
269,Hu Tao,Keqing,"The Yuheng, Keqing... she's quite hard to talk to. She's so uptight, hehe... Really makes me wanna mess with her. She wouldn't knock me in the head with her sword though, right? Or would she...?"
270,Hu Tao,Ningguang,"Tianquan Ningguang... Well-off, a radiant gaze, exquisite face, in the know and capable of anything!"
271,Hu Tao,Qiqi,"Have you seen Qiqi? Tell me where she is, quickly. I need to go seal her away, hee-hee!"
272,Hu Tao,Shenhe,"She is quite the fascinating individual, completely different from anyone else I've encountered. Do you think if I started eating divine herbs and drinking the dew of the mountains every single day, I'd be able to look as pure and pristine as she does?"
273,Hu Tao,Xiangling,"Xiangling's a riot! Only a little ""boo"" and she jumps, she's so easy to scare! Being in the industry that I am, I just love these kinds of people the most. Gotta keep it in check though, in case Guoba ends up toasting me instead."
274,Hu Tao,Xiao,"What would I know of the adepti? Ai-yai-yai, that kind of stuff is top-secret! Don't come asking me about it!"
275,Hu Tao,Xingqiu,"I hear master Xingqiu is writing a book? Standard novella, or a ghost story? I think I should go tell him about all the things I run into — that'd make for a really good read!"
276,Hu Tao,Yun Jin,"Yun Jin always appears so graceful on formal occassions, but you'd be surprised how friendly she is in private! I made a bet with her once, and the loser had to sing lyrics of the winner's choice in their own singing style. My my, I wish you could have heard her operatic version of the Hilitune!"
277,Hu Tao,Zhongli,"Zhongli looks young, but his personality is a bit dusty. Knows everything, but doesn't fret over anything. Hmm... Couldn't be that he's a...Hehe, forget it, whatever."
278,Jean,Albedo,"Sometimes I feel that terms like ""genius"" were originally created for Albedo."
279,Jean,Amber,"I must say that Amber's development has impressed me recently. I hope that one day, her deeds will become the words of a bard's tale."
280,Jean,Barbara,"Barbara is a hard worker, but I feel she's too hard on herself sometimes... What? You ask me how I know all this? It's because the order also manages the Church."
281,Jean,Diluc,"Master Diluc has his reasons for being so critical of the Knights of Favonius. I am not proud of the way things went, but I cannot change the past. All I can do is keep working hard, in the hope he may one day see us in a better light... This is my duty.
Master Diluc is my senior, and I have the utmost respect for him. Though we have gone separate ways, I can sense we share the same strong commitment to protecting Mondstadt at all costs."
282,Jean,Eula,"Eula? Um... Please, do not hold her unfortunate background against her. The Knights of Favonius evaluate each person impartially. Eula has a clear sense of right and wrong and is more talented than most. The controversial statements that she makes from time to time are just a product of her personality. For instance, she always mentions wanting to challenge me, but I don't mind."
283,Jean,Kaeya,Is that right...? Kaeya also gave you some suggestions. He is an excellent knight after all — this is a fact no one can deny.
284,Jean,Klee,"Though it may be said that it is in a child's nature to play, the things Klee plays with are far from toys. I can never take my eyes off her."
285,Jean,Lisa,"When Lisa is around, I always have peace of mind."
286,Jean,Mika,"The Grand Master placed Mika on the front line of the expedition team not simply because he met the requirements of the mission — more importantly, he was impressed by Mika's hardworking and grounded nature. From my own perspective, I feel very honored to work with someone like him."
287,Jean,Noelle,"Noelle... She puts enormous effort into trying to become a Knight of Favonius. However, I fear she is not quite ready for the dangers that lie beyond Mondstadt's walls."
288,Jean,Rosaria,"Some may see Sister Rosaria as one who complains about how bothersome her work is, but she does her job well. Last time I saw her I told her she could come find me should she ever need help, to which she simply replied that doing so would be even more bothersome. I need to work harder to become of more assistance to the people of Mondstadt."
289,Jean,Sucrose,"Sucrose is also a rare talent in the field of alchemy. Under Albedo's mentorship, she is sure to flourish. I am sure her future will be bright. The only thing is... Ahem, I was momentarily lost in thought. It is nothing. Nothing bad, anyway."
290,Jean,Varka,"Grand Master Varka is the legend of his generation. On the day of his triumphant return, I shall be sure to personally introduce you to him. I'm sure you too will be in awe of his greatness."
291,Kaedehara Kazuha,Beidou,I owe Beidou my life. She took me in when I fled from Inazuma and gave me the courage to return there at the most difficult time of my life. She is a comrade in whom I and all the other sailors can place our trust.
292,Kaedehara Kazuha,Gorou,"When I was a wanted man, the resistance gave me a lot of help. The time I spent with Gorou was brief, but he left a deep impression on me. He's the type of person who says whatever's on his mind. He shares the highs and lows of his subordinates, and is never afraid to draw his sword for the sake of a friend. That's the kind of person I can really get along with."
293,Kaedehara Kazuha,Kamisato Ayaka,"I'm sure everyone living in Inazuma has heard of the ""Shirasagi Himegimi."" The lady of the Kamisato Clan is as perfect as a person can be, though our paths have seldom crossed. I wonder what she thinks of the state of Inazuma today?"
